10686	0
6999	1
12443	2
13471	3
20587	4
9039	5
19004	6
2661	7
20079	8
22310	9
17222	10
2351	11
14104	12
20004	13
14961	14
22818	15
7203	16
9453	17
18990	18
14321	19
21532	20
23308	21
2357	22
8078	23
18540	24
19498	25
8868	26
23462	27
22587	28
24164	29
2475	30
13163	31
9231	32
10629	33
18374	34
8687	35
11371	36
10245	37
15051	38
21572	39
11871	40
16773	41
23201	42
13992	43
8571	44
23446	45
6829	46
14977	47
19343	48
13043	49
9230	50
21313	51
22791	52
19296	53
11950	54
19493	55
23228	56
21611	57
14770	58
9849	59
16199	60
14349	61
7675	62
13640	63
9640	64
11413	65
18785	66
19603	67
19872	68
24269	69
25136	70
18674	71
22537	72
9993	73
8803	74
21821	75
16940	76
16299	77
10702	78
19689	79
20527	80
10445	81
22566	82
22574	83
17488	84
20016	85
9610	86
24449	87
13165	88
14662	89
7943	90
9225	91
16712	92
20415	93
14071	94
23566	95
19648	96
22653	97
16268	98
15677	99
22503	100
13429	101
15946	102
12382	103
14904	104
23206	105
18440	106
11588	107
8557	108
18110	109
17615	110
17170	111
12771	112
15000	113
17316	114
21453	115
19707	116
8256	117
7954	118
18420	119
24749	120
18713	121
15182	122
7472	123
11696	124
2133	125
23730	126
19600	127
7742	128
8118	129
17534	130
19696	131
18666	132
17150	133
7393	134
23392	135
23605	136
15239	137
20169	138
18289	139
22321	140
17713	141
18123	142
16034	143
8230	144
23927	145
18454	146
19140	147
10545	148
12755	149
16399	150
20275	151
17979	152
5088	153
15947	154
8132	155
20390	156
8509	157
18113	158
20295	159
7442	160
22747	161
17611	162
22977	163
24386	164
9608	165
11214	166
15680	167
7028	168
8710	169
14545	170
20593	171
25071	172
2000	173
11624	174
15029	175
16858	176
14216	177
22900	178
19234	179
23147	180
16644	181
9467	182
11793	183
19998	184
8041	185
15490	186
16324	187
9346	188
21301	189
21612	190
12215	191
20820	192
19115	193
2112	194
9046	195
10248	196
8996	197
20279	198
16673	199
17219	200
22360	201
2379	202
25180	203
23510	204
8246	205
12492	206
15926	207
5026	208
9603	209
21717	210
2427	211
15087	212
11000	213
23330	214
15408	215
15656	216
5082	217
21342	218
23515	219
17858	220
14476	221
13999	222
17675	223
13858	224
24072	225
9775	226
15510	227
17590	228
21598	229
21658	230
9721	231
15522	232
17414	233
22427	234
10932	235
11935	236
16285	237
17929	238
6890	239
18529	240
19026	241
2252	242
22902	243
20379	244
19874	245
6969	246
16762	247
14229	248
24782	249
12728	250
6813	251
13834	252
21931	253
20339	254
14649	255
15541	256
7239	257
17487	258
19502	259
23647	260
17428	261
21911	262
23728	263
12490	264
14242	265
17220	266
22597	267
11857	268
13220	269
21321	270
9641	271
10836	272
16407	273
2589	274
23027	275
2350	276
15139	277
2216	278
23583	279
24852	280
20280	281
21910	282
21820	283
2412	284
12693	285
18047	286
10462	287
25149	288
20056	289
22375	290
13361	291
6669	292
22885	293
24504	294
24577	295
21358	296
10517	297
10816	298
21037	299
11825	300
24456	301
15091	302
14552	303
19952	304
9290	305
11480	306
11942	307
20326	308
20558	309
19323	310
13645	311
24688	312
8580	313
2057	314
2208	315
9462	316
13924	317
7707	318
20486	319
2560	320
20857	321
14624	322
17808	323
17387	324
7762	325
21467	326
2482	327
7344	328
15643	329
15295	330
23851	331
11836	332
8945	333
12550	334
23047	335
16088	336
18137	337
9962	338
14122	339
18505	340
22560	341
21315	342
2239	343
8333	344
20692	345
14597	346
11971	347
2431	348
9436	349
12329	350
21153	351
20943	352
16923	353
8310	354
12195	355
12141	356
15540	357
8872	358
24297	359
23182	360
11449	361
15650	362
11439	363
8197	364
13627	365
7783	366
7933	367
17209	368
21809	369
22355	370
5021	371
13260	372
23183	373
12967	374
18587	375
20414	376
13656	377
15174	378
17019	379
23862	380
23703	381
15197	382
15084	383
23989	384
9451	385
19380	386
22629	387
24668	388
9266	389
9077	390
10735	391
24377	392
17554	393
18982	394
15322	395
13437	396
7640	397
11462	398
20903	399
20424	400
18444	401
20549	402
21010	403
20992	404
11820	405
19510	406
7946	407
16015	408
21998	409
8531	410
20402	411
23416	412
14799	413
24153	414
10484	415
18278	416
6906	417
15806	418
2497	419
20228	420
9863	421
2675	422
23088	423
17104	424
10134	425
19525	426
11019	427
2572	428
22399	429
20320	430
2628	431
24579	432
2664	433
24340	434
25261	435
20341	436
6968	437
20529	438
25233	439
24771	440
18322	441
22443	442
2192	443
6839	444
13336	445
16145	446
9250	447
6947	448
15336	449
12908	450
20734	451
21484	452
19148	453
20855	454
13089	455
14081	456
13095	457
8457	458
8799	459
24075	460
21299	461
14685	462
2657	463
11697	464
8914	465
15155	466
15117	467
15411	468
10493	469
18987	470
20536	471
23482	472
8640	473
16005	474
7732	475
22775	476
24364	477
21649	478
20474	479
10206	480
7621	481
11547	482
21912	483
22870	484
14247	485
10227	486
10810	487
8671	488
7019	489
8181	490
21002	491
11048	492
22378	493
11365	494
19535	495
2037	496
17339	497
22981	498
2142	499
12590	500
20367	501
23513	502
14373	503
16907	504
14289	505
11435	506
22061	507
18549	508
19969	509
8729	510
9663	511
18216	512
2665	513
21570	514
22275	515
23043	516
24596	517
12984	518
16764	519
11368	520
13594	521
11799	522
9618	523
18045	524
7248	525
24918	526
11346	527
14570	528
21030	529
23529	530
16225	531
7165	532
17688	533
24259	534
11354	535
18698	536
14440	537
19271	538
21684	539
21280	540
16567	541
8540	542
11568	543
14690	544
17327	545
9288	546
12393	547
9757	548
23945	549
23711	550
18567	551
10110	552
21137	553
20446	554
22340	555
19136	556
19722	557
17198	558
19368	559
21007	560
8417	561
25099	562
15230	563
21165	564
10854	565
14620	566
17544	567
24233	568
4954	569
19139	570
7088	571
17762	572
19273	573
19830	574
10851	575
13189	576
24765	577
14353	578
16787	579
23303	580
17153	581
24960	582
6832	583
16418	584
22123	585
9461	586
25043	587
15068	588
19355	589
7398	590
23377	591
23564	592
13268	593
15293	594
25281	595
21128	596
8199	597
22509	598
24962	599
10070	600
21639	601
7637	602
5191	603
8364	604
9122	605
13269	606
11994	607
11933	608
15803	609
17348	610
22535	611
11762	612
19269	613
