"User-ID";"Entities;"Entities-Rating""1659270605296";"7217";"4"
"1659270605296";"8378";"2"
"1659270605296";"12133";"4"
"1659270605296";"2627";"4"
"1659270605296";"14226";"3"
"1659336332775";"14237";"4"
"1659336332775";"16582";"5"
"1659336332775";"9618";"4"
"1659336332775";"9332";"4"
"1659336332775";"18679";"4"
"1659336332775";"18297";"4"
"1659336332775";"2063";"5"
"1659336332775";"18558";"5"
"1659336332775";"17479";"5"
"1659336362426";"15136";"5"
"1659336362426";"13284";"5"
"1659336362426";"9086";"5"
"1659336362426";"16102";"5"
"1659336362426";"13846";"5"
"1659336362426";"17738";"5"
"1659336362426";"2056";"5"
"1659336362426";"17444";"5"
"1659336362426";"14948";"5"
"1659336393395";"10576";"4"
"1659336393395";"10037";"5"
"1659336393395";"15443";"5"
"1659336393395";"2019";"5"
"1659336393395";"16204";"5"
"1659336393395";"7218";"5"
"1659336393395";"9847";"5"
"1659336393395";"13323";"5"
"1659336426243";"11238";"5"
"1659336426243";"15234";"4"
"1659336426243";"10985";"5"
"1659336426243";"9821";"4"
"1659336426243";"7324";"5"
"1659336426243";"7430";"4"
"1659336426243";"18400";"4"
"1659336426243";"15599";"5"
"1659336451290";"13992";"5"
"1659336451290";"16509";"5"
"1659336451290";"8543";"5"
"1659336451290";"19571";"5"
"1659336451290";"16771";"5"
"1659336451290";"2178";"5"
"1659336451290";"7458";"5"
"1659336478814";"7541";"5"
"1659336478814";"13123";"5"
"1659336478814";"13017";"5"
"1659336478814";"14942";"4"
"1659336478814";"17373";"5"
"1659336478814";"9308";"5"
"1659336478814";"10709";"5"
"1659336478814";"19663";"5"
"1659336510734";"10646";"4"
"1659336510734";"13398";"5"
"1659336510734";"15174";"5"
"1659336510734";"12620";"5"
"1659336510734";"18518";"4"
"1659336510734";"18885";"5"
"1659336510734";"11697";"5"
"1659336510734";"9523";"4"
"1659336510734";"17584";"5"
"1659336540657";"11665";"5"
"1659336540657";"47";"5"
"1659336540657";"14284";"4"
"1659336540657";"2308";"5"
"1659336540657";"15765";"5"
"1659336540657";"4905";"5"
"1659336540657";"10809";"5"
"1659336540657";"7377";"5"
"1659336573935";"7771";"5"
"1659336573935";"7052";"5"
"1659336573935";"17501";"5"
"1659336573935";"13173";"5"
"1659336573935";"7515";"5"
"1659336573935";"8373";"5"
"1659336573935";"2380";"5"
"1659336599411";"18919";"4"
"1659336599411";"15506";"5"
"1659336599411";"7878";"5"
"1659336599411";"5071";"5"
"1659336599411";"8806";"5"
"1659336599411";"7583";"4"
"1659336599411";"2367";"5"
"1659336599411";"9849";"5"
"1659336599411";"17830";"4"
"1659337373872";"16144";"0"
"1659337373872";"9355";"0"
"1659337373872";"2267";"0"
"1659337373872";"11131";"0"
"1659337373872";"18635";"0"
"1659337373872";"13439";"0"
"1659337373872";"18955";"0"
"1659337373872";"2670";"0"
"1659337373872";"5093";"0"
"1659338417638";"15148";"5"
"1659338417638";"17027";"5"
"1659338417638";"16759";"5"
"1659338417638";"12680";"5"
"1659338417638";"2220";"5"
"1659338417638";"14437";"5"
"1659338417638";"19782";"5"
"1659338417638";"15446";"5"
"1659338417638";"19794";"5"
"1659338417638";"2416";"5"
"1659338449291";"17176";"5"
"1659338449291";"10726";"5"
"1659338449291";"13011";"5"
"1659338449291";"9189";"5"
