14632	生产	6113
6113	生产	14632
14632	生产	6356
6356	生产	14632
14632	生产	595
595	生产	14632
14632	生产	10921
10921	生产	14632
14632	生产	2962
2962	生产	14632
14632	生产	2115
2115	生产	14632
14632	生产	12733
12733	生产	14632
14632	生产	15839
15839	生产	14632
14632	生产	12715
12715	生产	14632
14632	生产	15273
15273	生产	14632
14632	生产	15601
15601	生产	14632
14632	生产	6917
6917	生产	14632
14632	生产	7971
7971	生产	14632
14632	生产	15841
15841	生产	14632
14632	生产	16604
16604	生产	14632
14632	生产	1507
1507	生产	14632
14632	生产	15352
15352	生产	14632
14632	生产	10694
10694	生产	14632
14632	生产	15288
15288	生产	14632
14632	生产	13000
13000	生产	14632
14632	生产	10596
10596	生产	14632
14632	生产	6408
6408	生产	14632
14632	生产	4340
4340	生产	14632
14632	生产	14811
14811	生产	14632
14632	生产	689
689	生产	14632
14632	生产	6959
6959	生产	14632
14632	生产	435
435	生产	14632
14632	生产	11256
11256	生产	14632
14632	生产	9443
9443	生产	14632
14632	生产	13885
13885	生产	14632
14632	生产	12864
12864	生产	14632
14632	生产	15462
15462	生产	14632
14632	生产	4521
4521	生产	14632
14632	生产	9898
9898	生产	14632
14632	生产	3894
3894	生产	14632
14632	生产	629
629	生产	14632
14632	生产	13227
13227	生产	14632
14632	生产	7484
7484	生产	14632
14632	生产	16532
16532	生产	14632
14632	生产	5051
5051	生产	14632
14632	生产	9319
9319	生产	14632
14632	生产	4497
4497	生产	14632
14632	生产	7368
7368	生产	14632
14632	生产	1131
1131	生产	14632
14632	生产	799
799	生产	14632
14632	生产	13489
13489	生产	14632
14632	生产	9496
9496	生产	14632
14632	生产	16456
16456	生产	14632
14632	生产	10287
10287	生产	14632
14632	生产	13358
13358	生产	14632
14632	生产	6198
6198	生产	14632
14632	生产	9949
9949	生产	14632
14632	生产	11823
11823	生产	14632
14632	生产	10349
10349	生产	14632
14632	生产	14238
14238	生产	14632
14632	生产	3280
3280	生产	14632
14632	生产	12865
12865	生产	14632
14632	生产	7370
7370	生产	14632
14632	生产	439
439	生产	14632
14632	生产	16710
16710	生产	14632
14632	生产	3659
3659	生产	14632
14632	生产	6331
6331	生产	14632
14632	生产	1291
1291	生产	14632
14632	生产	9713
9713	生产	14632
14632	生产	12514
12514	生产	14632
14632	生产	15482
15482	生产	14632
14632	生产	6475
6475	生产	14632
14632	生产	9300
9300	生产	14632
14632	生产	13678
13678	生产	14632
14632	生产	5560
5560	生产	14632
14632	生产	7411
7411	生产	14632
14632	生产	4615
4615	生产	14632
14632	生产	13521
13521	生产	14632
14632	生产	1426
1426	生产	14632
14632	生产	1403
1403	生产	14632
14632	生产	3461
3461	生产	14632
14632	生产	16012
16012	生产	14632
14632	生产	13187
13187	生产	14632
14632	生产	1348
1348	生产	14632
14632	生产	9111
9111	生产	14632
14632	生产	7238
7238	生产	14632
14632	生产	6291
6291	生产	14632
14632	生产	7399
7399	生产	14632
14632	生产	3379
3379	生产	14632
14632	生产	6788
6788	生产	14632
14632	生产	5159
5159	生产	14632
14632	生产	6734
6734	生产	14632
14632	生产	12426
12426	生产	14632
14632	生产	14026
14026	生产	14632
14632	生产	2273
2273	生产	14632
14632	生产	8418
8418	生产	14632
14632	生产	1115
1115	生产	14632
14632	生产	15687
15687	生产	14632
14632	生产	15838
15838	生产	14632
14632	生产	8894
8894	生产	14632
14632	生产	4981
4981	生产	14632
14632	生产	6888
6888	生产	14632
14632	生产	16138
16138	生产	14632
14632	生产	12201
12201	生产	14632
14632	生产	203
203	生产	14632
14632	生产	15703
15703	生产	14632
14632	生产	14023
14023	生产	14632
14632	生产	7915
7915	生产	14632
14632	生产	16480
16480	生产	14632
14632	生产	12890
12890	生产	14632
14632	生产	2935
2935	生产	14632
14632	生产	9775
9775	生产	14632
14632	生产	12099
12099	生产	14632
14632	生产	9370
9370	生产	14632
14632	生产	3058
3058	生产	14632
14632	生产	2974
2974	生产	14632
14632	生产	11060
11060	生产	14632
14632	生产	5113
5113	生产	14632
16637	生产	14403
14403	生产	16637
2535	生产	288
288	生产	2535
2535	生产	5537
5537	生产	2535
2535	生产	2990
2990	生产	2535
2535	生产	6100
6100	生产	2535
2535	生产	14008
14008	生产	2535
2535	生产	6371
6371	生产	2535
2535	生产	11019
11019	生产	2535
2535	生产	16506
16506	生产	2535
2535	生产	6565
6565	生产	2535
2535	生产	14499
14499	生产	2535
2535	生产	11334
11334	生产	2535
2535	生产	9794
9794	生产	2535
5875	生产	933
933	生产	5875
5875	生产	1528
1528	生产	5875
5875	生产	13090
13090	生产	5875
5875	生产	11504
11504	生产	5875
5875	生产	9605
9605	生产	5875
5875	生产	10917
10917	生产	5875
5875	生产	10349
10349	生产	5875
5875	生产	9728
9728	生产	5875
5875	生产	5823
5823	生产	5875
5875	生产	9319
9319	生产	5875
5875	生产	15892
15892	生产	5875
5875	生产	9949
9949	生产	5875
5875	生产	6447
6447	生产	5875
5875	生产	1348
1348	生产	5875
5875	生产	70
70	生产	5875
5875	生产	12829
12829	生产	5875
9844	配方	9127
9127	配方	9844
9844	配方	6500
6500	配方	9844
9844	配方	6941
6941	配方	9844
9844	配方	9844
9844	配方	9844
12372	配方	14585
14585	配方	12372
12372	配方	8015
8015	配方	12372
